project,datapoint,n_commits,n_files,n_files_updated_i,shared_files
commons-lang,73f7084421e8751f75491d18273dfc4e46ee0611_f474d2daa92048ee864ddc149bcc4f85d069435e,4,10,4,3
commons-lang,1ed830439caee02c42344821b17a033acae04bf8_f474d2daa92048ee864ddc149bcc4f85d069435e,2,4,4,1
commons-lang,1ed830439caee02c42344821b17a033acae04bf8_bfc4e20ff136210cee6222603839fef258eab004,3,4,0,1
commons-lang,dc06dbdbdc328049dd8bd90a9a03d9253ae41d75_8b4079f1c05eff76bdfa9e6a7d690c27a000fb4f,2,3,3,0
commons-lang,e6a96a2bd05803b9f8b20fbb78fb402ea80feede_f2d2e4a08fa148041ba7d2f922d0a157454aff04,2,9,9,1
commons-lang,e6a96a2bd05803b9f8b20fbb78fb402ea80feede_024ab67351992daf6459114002014e0a74d17047,3,13,4,1
commons-lang,fef069dc7c33d5ace0e926540528b304b2920250_cbb8222e28576dd6b617c990ab8bbc8524787d8b,2,20,19,0
commons-lang,fef069dc7c33d5ace0e926540528b304b2920250_e193da2e6e5c4e35c2fa11e5aa4ee1162ead6015,3,25,5,0
commons-lang,fef069dc7c33d5ace0e926540528b304b2920250_471f6bedae4d95b18b9ec930608239f6709db8fb,4,21,5,5
commons-lang,e193da2e6e5c4e35c2fa11e5aa4ee1162ead6015_471f6bedae4d95b18b9ec930608239f6709db8fb,2,5,5,0
commons-lang,e193da2e6e5c4e35c2fa11e5aa4ee1162ead6015_2284c4be8b2363fd397234bf6262440f363d5f3e,3,8,7,0
commons-lang,e193da2e6e5c4e35c2fa11e5aa4ee1162ead6015_7d7467d415abe099598018e74fd46f0672dd976f,4,10,2,0
commons-lang,2284c4be8b2363fd397234bf6262440f363d5f3e_7d7467d415abe099598018e74fd46f0672dd976f,2,6,2,0
commons-lang,2284c4be8b2363fd397234bf6262440f363d5f3e_5543e942d357ae0e32c167544d0c2fc82e6bbd2f,3,9,3,0
commons-lang,f64425b293fe12117cdfb3eab20f776d51f1c246_bdcb363d27059fc535665b8f371648f9b3b8ee97,2,50,50,1
commons-lang,f64425b293fe12117cdfb3eab20f776d51f1c246_c8d54b7448f0d2ce606d49a59c6ca04c0faf4026,3,51,3,3
commons-lang,f64425b293fe12117cdfb3eab20f776d51f1c246_eadf7ce082de2abaa97a6c670f29ba2a7b56135f,4,52,2,4
commons-lang,c8d54b7448f0d2ce606d49a59c6ca04c0faf4026_eadf7ce082de2abaa97a6c670f29ba2a7b56135f,2,3,2,0
commons-lang,c8d54b7448f0d2ce606d49a59c6ca04c0faf4026_1de5aaa3defd0ccb88bd924e903c0d3168839c12,3,3,1,1
commons-lang,c8d54b7448f0d2ce606d49a59c6ca04c0faf4026_50d611063b9d2596f42476190090e5ad0d11e1c9,4,7,4,1
commons-lang,1de5aaa3defd0ccb88bd924e903c0d3168839c12_50d611063b9d2596f42476190090e5ad0d11e1c9,2,5,4,0
commons-lang,732948412aa02860175b4f177ad0737ca35ec802_6387c31656da0a09aa968455f1c66f8fc1170d96,2,3,2,0
commons-lang,6387c31656da0a09aa968455f1c66f8fc1170d96_01928b3fa3f6a3228f4603809eb92e0f3a189c21,2,37,36,1
commons-lang,6387c31656da0a09aa968455f1c66f8fc1170d96_4f959846484ad95f7d5a8a6965166ab71045c545,3,44,8,2
commons-lang,e794af9688ae2dee664864be0d128df9a88509ba_d3015ae73bfbf0ee970199cd6a1e073fbfd9c7ef,2,2,2,2
commons-lang,e794af9688ae2dee664864be0d128df9a88509ba_c7e5eb82e465d681792992ae900f8bb5660445c7,3,4,2,2
commons-lang,1e7597b0c524512ea6521f7093dde9a032e0f39a_3f51e9dc724af73ba9915d6405ecbbc0229f646e,2,3,2,0
commons-lang,0ebe5b406376229b866391192cf724d86a6096e9_e8040851e7cf471e4c94adb78db09ff73258ac34,2,5,3,0
commons-lang,0ebe5b406376229b866391192cf724d86a6096e9_eb7a5417ee0a063d6e59ece09539416db1c44a00,3,5,0,0
commons-lang,0ebe5b406376229b866391192cf724d86a6096e9_ea2861c2f4cde8e5e5179b3e95b3d749266c2cb7,4,6,1,0
commons-lang,eb7a5417ee0a063d6e59ece09539416db1c44a00_ea2861c2f4cde8e5e5179b3e95b3d749266c2cb7,2,1,1,0
commons-lang,5143f3fca4c56a9bea9c1e23afb45babd684f0ef_646484e571f0724fa88a1bcd4d999c649a7da62f,2,8,7,0
commons-lang,5143f3fca4c56a9bea9c1e23afb45babd684f0ef_17892574e9a20738d53ed33902fc45d42e35eeff,3,10,4,2
commons-lang,cb483b43365bb816ba789f4da8d61ead0acc1e2f_11a540bcf9dcf08b238917e4fd0fb843c34f1f56,2,18,18,1
commons-lang,cb483b43365bb816ba789f4da8d61ead0acc1e2f_71d3e72eed824a2150215af41d0318900119b6d3,3,24,8,2
commons-lang,71d3e72eed824a2150215af41d0318900119b6d3_549d0da83b55b21efaee2edfbf55a486e329a845,2,4,3,0
commons-lang,71d3e72eed824a2150215af41d0318900119b6d3_33ccf7ea67d60f8ccaa2d96721de9bf8c616dd0a,3,9,5,0
commons-lang,2336fe3e6ae846181632ac3e3e56c57dca76448c_f78394327f234859671181410f625c0112eee6db,2,1,1,1
commons-lang,2336fe3e6ae846181632ac3e3e56c57dca76448c_c55b1bad98a1d2f558dafdf80154c6771bf89e48,3,5,5,1
commons-lang,2336fe3e6ae846181632ac3e3e56c57dca76448c_fc34eca9aa0acbc9b7e30189be3a8658d0838f6b,4,24,19,1
commons-lang,c55b1bad98a1d2f558dafdf80154c6771bf89e48_fc34eca9aa0acbc9b7e30189be3a8658d0838f6b,2,21,19,0
commons-lang,c93f9d6bd700c6b3528620c65d5818cc1fd27ab1_990e57f58e6ae9d490aa818c2ae528e528f5c1e8,2,4,3,1
commons-lang,990e57f58e6ae9d490aa818c2ae528e528f5c1e8_fda3de0dfeb8806ee9cbb70be50038cd2b8ff942,2,24,23,1
commons-lang,fda3de0dfeb8806ee9cbb70be50038cd2b8ff942_879db06afa663a027f8e70e926b5670e5cc5b643,2,1,1,0
commons-lang,fda3de0dfeb8806ee9cbb70be50038cd2b8ff942_866cfc81ed3305a8b423342d6381d4008ba47527,3,1,0,0
commons-lang,fda3de0dfeb8806ee9cbb70be50038cd2b8ff942_b14dc52e54a55f1601bf1bcc15618e299a5b7d33,4,1,0,0
commons-lang,866cfc81ed3305a8b423342d6381d4008ba47527_b14dc52e54a55f1601bf1bcc15618e299a5b7d33,2,0,0,0
commons-lang,866cfc81ed3305a8b423342d6381d4008ba47527_4440f42178fabdd5058b8310d0e4bcafe4cf961f,3,0,0,0
commons-lang,866cfc81ed3305a8b423342d6381d4008ba47527_335aa68073bd8f26de8423108eda86db2d4b5270,4,6,6,0
commons-lang,4440f42178fabdd5058b8310d0e4bcafe4cf961f_335aa68073bd8f26de8423108eda86db2d4b5270,2,6,6,0
commons-lang,4440f42178fabdd5058b8310d0e4bcafe4cf961f_74220b50d032a80a2fcd9f2ee7c2940377f0a15c,3,6,3,3
commons-lang,4440f42178fabdd5058b8310d0e4bcafe4cf961f_53e977705ec963e68a30c03525554f6c6394a05f,4,6,0,3
commons-lang,74220b50d032a80a2fcd9f2ee7c2940377f0a15c_53e977705ec963e68a30c03525554f6c6394a05f,2,1,0,0
commons-lang,74220b50d032a80a2fcd9f2ee7c2940377f0a15c_96aca3696fc660c01a610e9ba90947b393b1dccb,3,5,4,0
commons-lang,74220b50d032a80a2fcd9f2ee7c2940377f0a15c_c66659d62dbf69d4c1ccc5c9c50938273436c1b3,4,43,40,2
commons-lang,96aca3696fc660c01a610e9ba90947b393b1dccb_c66659d62dbf69d4c1ccc5c9c50938273436c1b3,2,41,40,0
commons-lang,96aca3696fc660c01a610e9ba90947b393b1dccb_7d6526029d383846ca6fd88e31b435c048e963a9,3,48,7,0
commons-lang,96aca3696fc660c01a610e9ba90947b393b1dccb_197333a16338c57edbb18999335e2066a0ea37f4,4,48,4,4
commons-lang,7d6526029d383846ca6fd88e31b435c048e963a9_197333a16338c57edbb18999335e2066a0ea37f4,2,8,4,0
commons-lang,7d6526029d383846ca6fd88e31b435c048e963a9_01b33c92f00e5f8cf985c05000b6f3fc2f4b8503,3,8,0,0
commons-lang,9b155ae1e381346a661319b415cd5c011160d352_47e29caf6490bea1c8cbc360d00c4184557336ef,2,0,0,0
commons-lang,ab4e787a4453c4b07c0d44409dce83a674f236ee_e9f212496f4fd18f2786e77c3e7e07a1278150f0,2,3,3,0
commons-lang,ab4e787a4453c4b07c0d44409dce83a674f236ee_558386c63b54c47409f8c05f6f11bf798ec30011,3,22,22,3
commons-lang,ab4e787a4453c4b07c0d44409dce83a674f236ee_1f40d96d94ef257dcf55ee70dcee332a8fb5182f,4,70,62,15
commons-lang,558386c63b54c47409f8c05f6f11bf798ec30011_1f40d96d94ef257dcf55ee70dcee332a8fb5182f,2,62,62,0
commons-lang,1f40d96d94ef257dcf55ee70dcee332a8fb5182f_8eeff7ca3d62bbfd5fabde2caf2b41608c353453,2,12,12,0
commons-lang,1f40d96d94ef257dcf55ee70dcee332a8fb5182f_858614283806bda64e02e26be699799445f860b6,3,13,3,2
commons-lang,1f40d96d94ef257dcf55ee70dcee332a8fb5182f_1456dc6da9af41263b5e0ab7248606260023a4d6,4,13,3,4
commons-lang,858614283806bda64e02e26be699799445f860b6_1456dc6da9af41263b5e0ab7248606260023a4d6,2,3,3,1
commons-lang,858614283806bda64e02e26be699799445f860b6_cf7e8940dfe7d3ffedd6fc5fae1590cbedf173eb,3,3,0,1
commons-lang,858614283806bda64e02e26be699799445f860b6_79f6d66b179758cb53c396389b2e158c8792ef69,4,28,27,2
commons-lang,cf7e8940dfe7d3ffedd6fc5fae1590cbedf173eb_79f6d66b179758cb53c396389b2e158c8792ef69,2,27,27,0
commons-lang,cf7e8940dfe7d3ffedd6fc5fae1590cbedf173eb_4b2646c2e2b3b7988a053eb423c027bc005df745,3,27,0,0
commons-lang,cf7e8940dfe7d3ffedd6fc5fae1590cbedf173eb_0869b773791b3613f7f4d76d69860978fb96125c,4,171,171,27
commons-lang,4b2646c2e2b3b7988a053eb423c027bc005df745_0869b773791b3613f7f4d76d69860978fb96125c,2,171,171,0
commons-lang,4b2646c2e2b3b7988a053eb423c027bc005df745_5c9b14650e86240d59c5f577414cf12eef0c04c8,3,171,12,12
commons-lang,4b2646c2e2b3b7988a053eb423c027bc005df745_b40dc41624ca74dccf1f67ad2760632f79dc08dc,4,171,1,13
commons-lang,5c9b14650e86240d59c5f577414cf12eef0c04c8_b40dc41624ca74dccf1f67ad2760632f79dc08dc,2,7,1,0
commons-lang,5c9b14650e86240d59c5f577414cf12eef0c04c8_0af0cf404f5a48d3a17f8c31667ff5987be5ce40,3,7,0,0
commons-lang,5c9b14650e86240d59c5f577414cf12eef0c04c8_ae87a75a34921cffb444eb36fff0e6e221e1c4e2,4,24,17,0
commons-lang,0af0cf404f5a48d3a17f8c31667ff5987be5ce40_ae87a75a34921cffb444eb36fff0e6e221e1c4e2,2,17,17,0
commons-lang,0af0cf404f5a48d3a17f8c31667ff5987be5ce40_e6429bec0525b52ee407a8ba1beefbba91db5b47,3,26,22,13
commons-lang,de7502030b5ec6fa22d3b463065b3dfc1aab8248_a1a080c563e7b6bedda93d203dea5734bb5a3231,2,2,2,1
commons-lang,de7502030b5ec6fa22d3b463065b3dfc1aab8248_6c8f1a2656cad351deec14f07c2a6c32dec33131,3,5,4,1
commons-lang,ffcf7c628eeb1c0ee8288bcb84094224a7f9aaf0_7cafa9219bafb52beba161d1e42a57a766f48d26,2,9,9,7
commons-lang,7cafa9219bafb52beba161d1e42a57a766f48d26_d89a984a757888e7c6c5991bf9586c858c61cfcd,2,4,2,0
commons-lang,7cafa9219bafb52beba161d1e42a57a766f48d26_b6744288a546ad85dd3d19eec0ac34944e435de7,3,5,1,0
commons-lang,7cafa9219bafb52beba161d1e42a57a766f48d26_93c11453e30db585596913eb854638771e8cb458,4,14,11,2
commons-lang,b6744288a546ad85dd3d19eec0ac34944e435de7_93c11453e30db585596913eb854638771e8cb458,2,11,11,0
commons-lang,93c11453e30db585596913eb854638771e8cb458_cb53574cd987c825c24578256abe773a448f53c6,2,32,29,0
commons-lang,87d6493cb8981d4404f3961e00e1e5f32a8683a5_178e241ff9d28a51720ca3e3235d651242b4a50c,2,7,6,0
commons-lang,178e241ff9d28a51720ca3e3235d651242b4a50c_ec96b03181b6faf2f1fd14664e3ed2842b74d37f,2,5,4,0
commons-lang,ec96b03181b6faf2f1fd14664e3ed2842b74d37f_84d382ef9e295be155efe5fe3b5b961300519d53,2,10,8,0
commons-lang,ec96b03181b6faf2f1fd14664e3ed2842b74d37f_b279006d0a5474d052b8c4cc3fdcf0139493b490,3,10,2,2
commons-lang,a30fd373ab9588b9ee7f313652f598298b726bcf_b9a6c331326a501525a4aff41c9213cb34dc2343,2,2,1,0
commons-lang,a30fd373ab9588b9ee7f313652f598298b726bcf_bc20353b4465152555b8bf17105e830874d4c0d0,3,4,2,0
commons-lang,a30fd373ab9588b9ee7f313652f598298b726bcf_c6f04db5f2d5027534aa3329f5c940fffa0939d5,4,4,0,0
commons-lang,bc20353b4465152555b8bf17105e830874d4c0d0_c6f04db5f2d5027534aa3329f5c940fffa0939d5,2,1,0,0
commons-lang,bc20353b4465152555b8bf17105e830874d4c0d0_1a562a6596a5339208ed1172c8ace28b5ca9f2d8,3,1,0,0
commons-lang,bc20353b4465152555b8bf17105e830874d4c0d0_1df3e07f73b1c68bf0537c15824734fb765321eb,4,6,5,0
commons-lang,1a562a6596a5339208ed1172c8ace28b5ca9f2d8_1df3e07f73b1c68bf0537c15824734fb765321eb,2,5,5,0
commons-lang,04478b4944bdf489f2fbbf6ac2527a6a2a635524_b94fc5b4350c8f1db7b8a2c8f826f4a05aa4bf9b,2,3,3,3
commons-lang,04478b4944bdf489f2fbbf6ac2527a6a2a635524_595afdf9363c28aa8e0420c936854060e7297779,3,3,1,3
commons-lang,04478b4944bdf489f2fbbf6ac2527a6a2a635524_a579416445547a1121a81450211049f56c7fed60,4,3,2,3
commons-lang,595afdf9363c28aa8e0420c936854060e7297779_a579416445547a1121a81450211049f56c7fed60,2,2,2,1
commons-lang,595afdf9363c28aa8e0420c936854060e7297779_cf21e27c9807829f1afc984015012ce32a5ed491,3,5,3,1
commons-lang,595afdf9363c28aa8e0420c936854060e7297779_fc1b825f5c7c25d6d1c6abaca602a40a973f8d84,4,7,2,1
commons-lang,cf21e27c9807829f1afc984015012ce32a5ed491_fc1b825f5c7c25d6d1c6abaca602a40a973f8d84,2,4,2,0
commons-lang,cf21e27c9807829f1afc984015012ce32a5ed491_0a5b68e741c285999b10274ee10056367832233d,3,15,13,2
commons-lang,6c0f8b6a2fd47ce7144de12e7c176f25dbd23413_043bd192a045938a872d47b3ee09527abde5e363,2,16,14,0
commons-lang,fb4e3cd9810d2ecec06595afe86d6eec47fdce6e_8458c68fb8266f8370d62e701bb57c24d09cad63,2,2,1,0
commons-lang,fb4e3cd9810d2ecec06595afe86d6eec47fdce6e_234d0b3c29f5e88492244e6408569aee3036168c,3,6,5,1
commons-lang,fb4e3cd9810d2ecec06595afe86d6eec47fdce6e_fc4c4e8c4aac3d51e7e6d3a968c0a522bb465bca,4,8,2,1
commons-lang,234d0b3c29f5e88492244e6408569aee3036168c_fc4c4e8c4aac3d51e7e6d3a968c0a522bb465bca,2,3,2,0
commons-lang,234d0b3c29f5e88492244e6408569aee3036168c_1a3af8603656b098397ab9f1038bb956d6492bf5,3,4,1,0
commons-lang,234d0b3c29f5e88492244e6408569aee3036168c_7ea2668b55ad7c6f08a3557967f2fe8b0e941b20,4,4,1,1
commons-lang,1a3af8603656b098397ab9f1038bb956d6492bf5_7ea2668b55ad7c6f08a3557967f2fe8b0e941b20,2,1,1,1
commons-lang,42494a5f88c88a6586e46ac94725e872da06ec50_5f5d4958aea62bcc6c642f2c11b9d13e8aa9a256,2,4,4,2
commons-lang,42494a5f88c88a6586e46ac94725e872da06ec50_02005b351a1d0841d0e50daea4ff3263b8929984,3,6,2,2
commons-lang,42494a5f88c88a6586e46ac94725e872da06ec50_9e3438c9384150966356c942c935ff7aa5f400b9,4,8,2,2
commons-lang,02005b351a1d0841d0e50daea4ff3263b8929984_9e3438c9384150966356c942c935ff7aa5f400b9,2,2,2,0
commons-lang,02005b351a1d0841d0e50daea4ff3263b8929984_bb1eac9c00b5898b38bf2335b86c0597060e8540,3,5,3,0
commons-lang,02005b351a1d0841d0e50daea4ff3263b8929984_f8be419043f745df0a9d2a083a81defd035d448b,4,32,30,3
commons-lang,bb1eac9c00b5898b38bf2335b86c0597060e8540_f8be419043f745df0a9d2a083a81defd035d448b,2,31,30,0
commons-lang,bb1eac9c00b5898b38bf2335b86c0597060e8540_b2ba01186a57ec13a0c943d1e5ef905be69ee3cd,3,33,2,0
commons-lang,bb1eac9c00b5898b38bf2335b86c0597060e8540_8beb45e770903eaa849ebf39a432551c633312da,4,41,8,0
commons-lang,b2ba01186a57ec13a0c943d1e5ef905be69ee3cd_8beb45e770903eaa849ebf39a432551c633312da,2,9,8,0
commons-lang,b2ba01186a57ec13a0c943d1e5ef905be69ee3cd_b4773cdc5e18649171d7e790fcbf16e86357cceb,3,16,7,0
commons-lang,b2ba01186a57ec13a0c943d1e5ef905be69ee3cd_32d7fbb31803df3de2640ce48b2a5109c1e4fc11,4,17,1,0
commons-lang,b4773cdc5e18649171d7e790fcbf16e86357cceb_32d7fbb31803df3de2640ce48b2a5109c1e4fc11,2,2,1,0
commons-lang,b4773cdc5e18649171d7e790fcbf16e86357cceb_73d9e70d50918d9d810a831d54764c3e657d3420,3,2,0,0
commons-lang,b4773cdc5e18649171d7e790fcbf16e86357cceb_61335bedd786ae37f7192bed1acf524c8ece7cc2,4,2,0,0
commons-lang,73d9e70d50918d9d810a831d54764c3e657d3420_61335bedd786ae37f7192bed1acf524c8ece7cc2,2,0,0,0
commons-lang,ab5e536c3425a467e2569598a7988ec64ee22d03_6c88e8f766c5521cd3db7dce0c7497f81d9b97da,2,3,1,0
commons-lang,ab5e536c3425a467e2569598a7988ec64ee22d03_f3d907a08a38b8c00baa223a38b5aafe57b5bf04,3,4,1,0
commons-lang,ab5e536c3425a467e2569598a7988ec64ee22d03_a278188914d4bd8c44537822040ebd8282464b53,4,4,0,0
commons-lang,f3d907a08a38b8c00baa223a38b5aafe57b5bf04_a278188914d4bd8c44537822040ebd8282464b53,2,1,0,0
commons-lang,045a62711eba6b33993f68caa2f157ef262c7e88_cef7176b5c5c8c6c08d63913da6ccb052f1631e5,2,2,2,0
commons-lang,045a62711eba6b33993f68caa2f157ef262c7e88_2748a47c2c91ed3db25b58712f3dd230f6f6651c,3,4,2,0
commons-lang,bcb2252e235774ee44e396f73482428b66080dd6_8b648e0f32fcd99f81b5a781eece2c54b9b50627,2,3,3,0
commons-lang,dfe62b96790a2c53fd7e21233ab4e6e29da45f4a_7c7d0ddee9c90d9a9b930fea45b4d71770ca099a,2,10,9,0
commons-lang,dfe62b96790a2c53fd7e21233ab4e6e29da45f4a_3b88c21b056433cb22a370f76a8cdac5065f2c03,3,10,2,2
commons-lang,dfe62b96790a2c53fd7e21233ab4e6e29da45f4a_9f7332ee331681b33db5cea08e25bfd9be13d77f,4,14,4,2
commons-lang,3b88c21b056433cb22a370f76a8cdac5065f2c03_9f7332ee331681b33db5cea08e25bfd9be13d77f,2,5,4,0
commons-lang,3b88c21b056433cb22a370f76a8cdac5065f2c03_76c43161b2e76f4976d1aec4aaf4f43e8ad914ae,3,11,6,0
commons-lang,3b88c21b056433cb22a370f76a8cdac5065f2c03_ad8ba901fc65406fee4a8bf644d843c8aefb667d,4,14,4,1
commons-lang,76c43161b2e76f4976d1aec4aaf4f43e8ad914ae_ad8ba901fc65406fee4a8bf644d843c8aefb667d,2,6,4,0
commons-lang,76c43161b2e76f4976d1aec4aaf4f43e8ad914ae_f44af42ede37938ca710297cff9f14afa9e3c04d,3,11,6,1
commons-lang,76c43161b2e76f4976d1aec4aaf4f43e8ad914ae_360a44c12b89ef033b721bd1ee581a3eb83e3fcf,4,13,2,1
commons-lang,f44af42ede37938ca710297cff9f14afa9e3c04d_360a44c12b89ef033b721bd1ee581a3eb83e3fcf,2,6,2,0
commons-lang,f44af42ede37938ca710297cff9f14afa9e3c04d_0aae2f8d8eab5cb0507feacf5cf34c46d38e83fd,3,11,6,1
commons-lang,a5363409efc2e1d795d07fb2890f9800d1ab645a_07562d26bb9ba033da81e14235cfe37bbcd9935d,2,8,7,0
commons-lang,a5363409efc2e1d795d07fb2890f9800d1ab645a_a3e5de4daa86cb8d6f0e9073e048754fd3510cd2,3,8,0,0
commons-lang,a5363409efc2e1d795d07fb2890f9800d1ab645a_1ac1e045735d49f0b9cf7d09b60ec2ea2d9901d9,4,8,0,0
commons-lang,a3e5de4daa86cb8d6f0e9073e048754fd3510cd2_1ac1e045735d49f0b9cf7d09b60ec2ea2d9901d9,2,0,0,0
commons-lang,88de2f51fa697703f5600446e8d0e34b3cce7240_0c5f9f0d1f91164b9cfb3daf887fc9dbf7bd198c,2,5,4,1
commons-lang,88de2f51fa697703f5600446e8d0e34b3cce7240_d3fe8747fe8d7e9092b7f4d3a0c7f8272d1753e7,3,6,1,1
commons-lang,d3fe8747fe8d7e9092b7f4d3a0c7f8272d1753e7_e5cab2f60efe3907b7577194ca0dc0c833e5c2ed,2,6,5,0
commons-lang,0c482ec32d901b3548076f8574add0796d138ca1_3fcfb02dd822f854448611060b4f6682b08c1166,2,7,5,0
commons-lang,0c482ec32d901b3548076f8574add0796d138ca1_e48239ff8db4efdae8bbc9037ab7e4b1550a042e,3,8,2,1
commons-lang,0c482ec32d901b3548076f8574add0796d138ca1_f255c8f6998bd3c277d79338a322625d7df9c72f,4,11,3,1
commons-lang,e48239ff8db4efdae8bbc9037ab7e4b1550a042e_f255c8f6998bd3c277d79338a322625d7df9c72f,2,4,3,0
commons-lang,e48239ff8db4efdae8bbc9037ab7e4b1550a042e_a6f2840e74afe99d4cc737c2e9ead55757e6a993,3,12,8,0
commons-lang,e48239ff8db4efdae8bbc9037ab7e4b1550a042e_260b21855eb27e5e3df6bc86d104ee5f8a2626bb,4,12,3,2
commons-lang,a6f2840e74afe99d4cc737c2e9ead55757e6a993_260b21855eb27e5e3df6bc86d104ee5f8a2626bb,2,4,3,0
commons-lang,178a294bdf65762f5dd499e8d28d92508dd76952_b3d8e4758b98f72846a5bbfafa160e6d644121be,2,2,0,0
commons-lang,178a294bdf65762f5dd499e8d28d92508dd76952_68da7a05345262c158671626bd520aa07b956791,3,2,1,1
commons-lang,178a294bdf65762f5dd499e8d28d92508dd76952_663f236779cbe852ae23e890993c23a57657ffc3,4,2,0,1
commons-lang,68da7a05345262c158671626bd520aa07b956791_663f236779cbe852ae23e890993c23a57657ffc3,2,0,0,0
commons-lang,68da7a05345262c158671626bd520aa07b956791_cb2ae414fd0a6c938691fde34df41fbc93f54d15,3,50,50,0
commons-lang,8523642f54bbcf0422d738016059d0fc9b9db282_be9acb165724bfbf91f72a4b294a22f473424cf2,2,50,50,0
commons-lang,e0562b33ac5e78b8b28dd758456633ee23239055_4d3e69db31f1e23ecb7de095fa57300249c0073c,2,3,2,0
commons-lang,e0562b33ac5e78b8b28dd758456633ee23239055_a760f141c79a7d09623f8b4ef3908e1e8a0dd6b2,3,221,221,3
commons-lang,e0562b33ac5e78b8b28dd758456633ee23239055_3c18c83115491ce0f451f614d9eab9c41cec2b43,4,221,0,3
commons-lang,a760f141c79a7d09623f8b4ef3908e1e8a0dd6b2_3c18c83115491ce0f451f614d9eab9c41cec2b43,2,221,0,0
commons-lang,a760f141c79a7d09623f8b4ef3908e1e8a0dd6b2_c536334b5b3aa72ede3f4e907be9b178e063d9c3,3,221,2,2
commons-lang,a760f141c79a7d09623f8b4ef3908e1e8a0dd6b2_dfea1e9d3d528d9999c4a7ac083e061e4e26073b,4,221,2,4
commons-lang,c536334b5b3aa72ede3f4e907be9b178e063d9c3_dfea1e9d3d528d9999c4a7ac083e061e4e26073b,2,2,2,0
commons-lang,c536334b5b3aa72ede3f4e907be9b178e063d9c3_35a522214ece41a7b35ff98000ce3611b6125e34,3,4,2,0
commons-lang,c536334b5b3aa72ede3f4e907be9b178e063d9c3_68518ef76f9f151764adde91486a0f5c4076701f,4,4,0,0
commons-lang,35a522214ece41a7b35ff98000ce3611b6125e34_68518ef76f9f151764adde91486a0f5c4076701f,2,0,0,0
commons-lang,35a522214ece41a7b35ff98000ce3611b6125e34_160a4164a2d66e38577541113c2cd89380ac363f,3,2,2,0
commons-lang,35a522214ece41a7b35ff98000ce3611b6125e34_a97bb277a0f529aaa3b7cee2128ca58bcedfd292,4,3,1,0
commons-lang,160a4164a2d66e38577541113c2cd89380ac363f_a97bb277a0f529aaa3b7cee2128ca58bcedfd292,2,3,1,0
commons-lang,160a4164a2d66e38577541113c2cd89380ac363f_abaa7b85d13940738d59c1faa06d8bb2f6f32d01,3,3,0,0
commons-lang,160a4164a2d66e38577541113c2cd89380ac363f_c34849d5cecac50ff5a0c26d612792a1706e90c6,4,6,3,0
commons-lang,abaa7b85d13940738d59c1faa06d8bb2f6f32d01_c34849d5cecac50ff5a0c26d612792a1706e90c6,2,3,3,0
commons-lang,abaa7b85d13940738d59c1faa06d8bb2f6f32d01_e1c4df4d972df442cae2fcda70ef789845369b7a,3,6,4,1
commons-lang,abaa7b85d13940738d59c1faa06d8bb2f6f32d01_412c9606904180148afe5e108600704be1b1959c,4,227,222,2
commons-lang,e1c4df4d972df442cae2fcda70ef789845369b7a_412c9606904180148afe5e108600704be1b1959c,2,223,222,1
commons-lang,e1c4df4d972df442cae2fcda70ef789845369b7a_b28d26acc9b1a34cb6738a41b435544330a830b0,3,3,222,222
commons-lang,e1c4df4d972df442cae2fcda70ef789845369b7a_a61cf00059f15d48ed1a0f3a181da8ac2842995c,4,3,0,222
commons-lang,b28d26acc9b1a34cb6738a41b435544330a830b0_a61cf00059f15d48ed1a0f3a181da8ac2842995c,2,0,0,0
commons-lang,b28d26acc9b1a34cb6738a41b435544330a830b0_0972e9268260ec809010592d87cf834bcd543ff6,3,0,0,0
commons-lang,b28d26acc9b1a34cb6738a41b435544330a830b0_b8a3272c957ca51b3908acfcfa53d9fefb2fb764,4,2,2,0
commons-lang,0972e9268260ec809010592d87cf834bcd543ff6_b8a3272c957ca51b3908acfcfa53d9fefb2fb764,2,2,2,0
commons-lang,3333dcc11f2d65ee99043945502102dcf3bca50c_8cc894c019394bc3db42449bdf684ddebdb10d64,2,2,2,0
commons-lang,8cc894c019394bc3db42449bdf684ddebdb10d64_73fa5aa7b48c4145b479fd1612675c4d4415ff51,2,3,2,0
commons-lang,73fa5aa7b48c4145b479fd1612675c4d4415ff51_c488d3996975aa24763a4b8c507756db8073738d,2,3,2,0
commons-lang,73fa5aa7b48c4145b479fd1612675c4d4415ff51_a605843ce6aa0df44a28130ef543c6c0a5baa663,3,5,2,0
commons-lang,6e68a8bd4c05f2c95487b3b23600c933d96495c3_cb7bfbc06d5d289be61733824d7f3e81321b2b3a,2,2,2,0
commons-lang,6e68a8bd4c05f2c95487b3b23600c933d96495c3_88c76d207f642831ca899e144159424aaa60cf8e,3,6,4,0
commons-lang,6e68a8bd4c05f2c95487b3b23600c933d96495c3_8a1148782c0db469ad9328b0fc1ea63ddba1714c,4,22,19,3
commons-lang,88c76d207f642831ca899e144159424aaa60cf8e_8a1148782c0db469ad9328b0fc1ea63ddba1714c,2,19,19,2
commons-lang,88c76d207f642831ca899e144159424aaa60cf8e_5ac897add7fe5467d6f371adb690ddff4b5ef846,3,21,2,2
commons-lang,67316926452daf3d0a258eff78ddc0514152c3f1_38f8bcc60b90295f0a697f32e760a0082571bc09,2,2,2,1
