project,datapoint,n_commits,n_files,n_files_updated_i,shared_files
commons-lang,56472bdd6b459049063640fb7ee2ef5960c57f4f_946ebd29d9d7380e702f2db64f4cf4b4ca1aed2b,2,7,7,1
commons-lang,c0d11a776236558a4f73845c723952cd2c949334_bd7eae72878323f479f50a5eafe610924ecf63c8,2,8,3,1
commons-lang,c0d11a776236558a4f73845c723952cd2c949334_b54f848cb94c43a317c67cfe0c67ff83a1af2693,3,12,4,1
commons-lang,c0d11a776236558a4f73845c723952cd2c949334_fa4c7827f8677b249009aa5d2fab8d508ceab8fa,4,13,2,1
commons-lang,b54f848cb94c43a317c67cfe0c67ff83a1af2693_fa4c7827f8677b249009aa5d2fab8d508ceab8fa,2,6,2,0
commons-lang,6586214214f2f81963ecb361cd4fe0529adeb7ed_b5da735f959c183a1d5fdde919137fbeea425d95,2,2,1,0
commons-lang,d27865ea8158cfad9e8ba24de5d37ddfab5b6d69_fd31e942099374ee442a6cf7c0100adb6e8b7c96,2,46,44,0
commons-lang,d27865ea8158cfad9e8ba24de5d37ddfab5b6d69_a630e446cfd9d3c7c784c4cf959b5dd05faa4e27,3,62,16,0
commons-lang,d27865ea8158cfad9e8ba24de5d37ddfab5b6d69_b24e37b1590237e93a63a3f6e8e1618c930dccfc,4,62,2,2
commons-lang,a630e446cfd9d3c7c784c4cf959b5dd05faa4e27_b24e37b1590237e93a63a3f6e8e1618c930dccfc,2,16,2,1
commons-lang,e0b16bcef80843c932e7216941c76ba40586cae8_c95f75522f74c3a9c46bb758cac973343e6fcc46,2,12,7,0
commons-lang,e0b16bcef80843c932e7216941c76ba40586cae8_d27758d29be107466d58967daceeaea4fbcbab51,3,29,21,1
commons-lang,e0b16bcef80843c932e7216941c76ba40586cae8_d6eb8d763cf7db6b7215138aae5908c8f716e2b4,4,31,2,1
commons-lang,d27758d29be107466d58967daceeaea4fbcbab51_d6eb8d763cf7db6b7215138aae5908c8f716e2b4,2,3,2,0
commons-lang,d27758d29be107466d58967daceeaea4fbcbab51_dc452b692b57a478a19a95d99766d153054a969e,3,21,18,0
commons-lang,d27758d29be107466d58967daceeaea4fbcbab51_95a2626a68d7dfb73560e4b08ecb6896274bf445,4,35,14,0
commons-lang,dc452b692b57a478a19a95d99766d153054a969e_95a2626a68d7dfb73560e4b08ecb6896274bf445,2,31,14,0
commons-lang,dc452b692b57a478a19a95d99766d153054a969e_2077c6c5f981f97202097648872a16cefed56baf,3,36,6,1
commons-lang,688c0426193a79dab1113d543f3c3db2fc9ea3da_18b614c14626fedade91a7c534a9cf7eeccbb17a,2,17,14,0
commons-lang,688c0426193a79dab1113d543f3c3db2fc9ea3da_2ae084046bae5df798835a92005c6f39d754639a,3,29,14,2
commons-lang,2ae084046bae5df798835a92005c6f39d754639a_14d621bb44461302ea860f56bc5cecd1ff578fc3,2,3,2,0
commons-lang,2ae084046bae5df798835a92005c6f39d754639a_c2c2ffafb0ad88f8d07c76a5a15f719a5500054b,3,7,4,0
commons-lang,2ae084046bae5df798835a92005c6f39d754639a_fb733bd1f81242d3e93e711aebe7fe60e6f5f8ad,4,10,3,0
commons-lang,c2c2ffafb0ad88f8d07c76a5a15f719a5500054b_fb733bd1f81242d3e93e711aebe7fe60e6f5f8ad,2,4,3,0
commons-lang,c2c2ffafb0ad88f8d07c76a5a15f719a5500054b_ddf20dbc45e28ec9e6cfcc80fd699b99696c3f89,3,8,4,0
commons-lang,43fb280f44aa530783c43eec3f4b38ae80401697_63ab3ece1b17a371aa265574dd79ee7104b46921,2,3,2,0
commons-lang,43fb280f44aa530783c43eec3f4b38ae80401697_a8b36a1b04a1f79e45cd28322b372d1e3e2d9b36,3,5,2,0
commons-lang,43fb280f44aa530783c43eec3f4b38ae80401697_8c3f1ab110daf96b9ded27c359f15a05ce7a373d,4,14,10,1
commons-lang,a8b36a1b04a1f79e45cd28322b372d1e3e2d9b36_8c3f1ab110daf96b9ded27c359f15a05ce7a373d,2,11,10,0
commons-lang,a8b36a1b04a1f79e45cd28322b372d1e3e2d9b36_a10e65e0001a05deba86ac42bdbf145e7179856c,3,13,3,1
commons-lang,a8b36a1b04a1f79e45cd28322b372d1e3e2d9b36_56e1629be9728481a418daea26492c4b371dc7bf,4,14,4,3
commons-lang,a10e65e0001a05deba86ac42bdbf145e7179856c_56e1629be9728481a418daea26492c4b371dc7bf,2,5,4,0
commons-lang,a10e65e0001a05deba86ac42bdbf145e7179856c_4f854fd113f913707cd89c5673eabd5e56f0d490,3,18,13,0
commons-lang,a10e65e0001a05deba86ac42bdbf145e7179856c_ebadc9d7d2cc78511ba6d9d50b4e3ba4f6d78f0b,4,19,4,3
commons-lang,4f854fd113f913707cd89c5673eabd5e56f0d490_ebadc9d7d2cc78511ba6d9d50b4e3ba4f6d78f0b,2,4,4,0
commons-lang,4f854fd113f913707cd89c5673eabd5e56f0d490_0c36c2986e5ba79b3d97cf43034b8b7ea6996c5a,3,46,43,1
commons-lang,4f854fd113f913707cd89c5673eabd5e56f0d490_fdaca08eedbcc568060b4489917000f34db9daf7,4,51,8,4
commons-lang,0c36c2986e5ba79b3d97cf43034b8b7ea6996c5a_fdaca08eedbcc568060b4489917000f34db9daf7,2,9,8,0
commons-lang,0c36c2986e5ba79b3d97cf43034b8b7ea6996c5a_62be0023cbdc539e6fa729fff4b4e0fd6209b2cd,3,10,2,1
commons-lang,0c36c2986e5ba79b3d97cf43034b8b7ea6996c5a_68a160afe0e32d6fc035c190cd1baba5b6f5e124,4,10,0,1
commons-lang,62be0023cbdc539e6fa729fff4b4e0fd6209b2cd_68a160afe0e32d6fc035c190cd1baba5b6f5e124,2,1,0,0
commons-lang,62be0023cbdc539e6fa729fff4b4e0fd6209b2cd_27a5d4d8993f80b47b39ec99a4d4b4dfca203538,3,1,1,1
commons-lang,62be0023cbdc539e6fa729fff4b4e0fd6209b2cd_46512b1d591217cd9f745ccd5fb69851524f4779,4,3,2,1
commons-lang,27a5d4d8993f80b47b39ec99a4d4b4dfca203538_46512b1d591217cd9f745ccd5fb69851524f4779,2,3,2,0
commons-lang,27a5d4d8993f80b47b39ec99a4d4b4dfca203538_ad24b85903bd5d7064a5c21775b397575a00a7a8,3,12,10,1
commons-lang,27a5d4d8993f80b47b39ec99a4d4b4dfca203538_905069b3587de5efc426375c1fcee195b337affd,4,15,6,3
commons-lang,ad24b85903bd5d7064a5c21775b397575a00a7a8_905069b3587de5efc426375c1fcee195b337affd,2,6,6,1
commons-lang,ad24b85903bd5d7064a5c21775b397575a00a7a8_86b7190ce0359acf0d0022c0c81162f2984d7bdc,3,7,3,2
commons-lang,ad24b85903bd5d7064a5c21775b397575a00a7a8_3c5181185ebed83692c67273b85b54f89d3423dd,4,10,7,4
commons-lang,86b7190ce0359acf0d0022c0c81162f2984d7bdc_3c5181185ebed83692c67273b85b54f89d3423dd,2,7,7,2
commons-lang,86b7190ce0359acf0d0022c0c81162f2984d7bdc_3a43b141fc7f33c224bb749bc4ac6245a54a969f,3,8,3,2
commons-lang,86b7190ce0359acf0d0022c0c81162f2984d7bdc_f6557b9b031378a5ea7588e3ee6e5438bfbe7b1e,4,10,4,3
commons-lang,3a43b141fc7f33c224bb749bc4ac6245a54a969f_f6557b9b031378a5ea7588e3ee6e5438bfbe7b1e,2,5,4,0
commons-lang,3a43b141fc7f33c224bb749bc4ac6245a54a969f_269d042e03891b6c1e543b6f1ddcb272fa29ca2c,3,8,3,0
commons-lang,3a43b141fc7f33c224bb749bc4ac6245a54a969f_97dfb3a031f9f5ec3e8d0ec49f0cc2c322f70ffc,4,20,12,0
commons-lang,269d042e03891b6c1e543b6f1ddcb272fa29ca2c_97dfb3a031f9f5ec3e8d0ec49f0cc2c322f70ffc,2,13,12,0
commons-lang,269d042e03891b6c1e543b6f1ddcb272fa29ca2c_95785288ff0c380b0f0520b2055b0ad5aacf3df3,3,18,6,1
commons-lang,269d042e03891b6c1e543b6f1ddcb272fa29ca2c_8d662b14f156d7b2f757f790f1a7183163e145c7,4,19,3,3
commons-lang,95785288ff0c380b0f0520b2055b0ad5aacf3df3_8d662b14f156d7b2f757f790f1a7183163e145c7,2,4,3,0
commons-lang,95785288ff0c380b0f0520b2055b0ad5aacf3df3_282d157569af65d054800094cbc3b3f77787174d,3,4,3,3
commons-lang,95785288ff0c380b0f0520b2055b0ad5aacf3df3_b4e7e11933882a31a0662eab6f8e8e98ca164d85,4,10,8,3
commons-lang,282d157569af65d054800094cbc3b3f77787174d_b4e7e11933882a31a0662eab6f8e8e98ca164d85,2,9,8,1
commons-lang,282d157569af65d054800094cbc3b3f77787174d_4ebff6333591725efb070714e9c10ece57eebd5a,3,10,3,2
commons-lang,282d157569af65d054800094cbc3b3f77787174d_c5e0192ca2586126253871b3c2ad6c4b477a24fc,4,20,15,5
commons-lang,4ebff6333591725efb070714e9c10ece57eebd5a_c5e0192ca2586126253871b3c2ad6c4b477a24fc,2,16,15,1
commons-lang,4ebff6333591725efb070714e9c10ece57eebd5a_64a4351d1b5ff0a5380dfb3a0f58b4979da09024,3,18,2,1
commons-lang,4ebff6333591725efb070714e9c10ece57eebd5a_bf8041cb432379e3086a1520670da30e1c2b4fe0,4,20,5,3
commons-lang,64a4351d1b5ff0a5380dfb3a0f58b4979da09024_bf8041cb432379e3086a1520670da30e1c2b4fe0,2,5,5,0
commons-lang,2d7d580dda14c99a50f3c4d57197b8b7c619cec8_7650f715920f91c9d1eeeec6feba0ff02dd95488,2,3,3,0
commons-lang,97d2927f9f49b92842dcf8d5babc6d5a73625996_a76a3fc75bdab7cecf9198f1d6dea42bd0fae94c,2,4,3,0
commons-lang,97d2927f9f49b92842dcf8d5babc6d5a73625996_72a9e555b758ab86c814286041fb51e0d6c9b620,3,5,3,2
commons-lang,97d2927f9f49b92842dcf8d5babc6d5a73625996_5e0cb6e46f53da3ee1dbc7d786adae226210993b,4,7,3,3
commons-lang,72a9e555b758ab86c814286041fb51e0d6c9b620_5e0cb6e46f53da3ee1dbc7d786adae226210993b,2,6,3,0
commons-lang,72a9e555b758ab86c814286041fb51e0d6c9b620_03e13915920827d347dceb965c79c428317175fc,3,18,13,1
commons-lang,72a9e555b758ab86c814286041fb51e0d6c9b620_0711c33809549adb70563f5b806c43c385d7de4e,4,19,3,3
commons-lang,03e13915920827d347dceb965c79c428317175fc_0711c33809549adb70563f5b806c43c385d7de4e,2,5,3,0
commons-lang,03e13915920827d347dceb965c79c428317175fc_73f4b3a15dabc32efa132496c53c62e00665255b,3,6,1,0
commons-lang,03e13915920827d347dceb965c79c428317175fc_f8560117a7955d701cac509f784eb396e4343b7f,4,7,2,1
commons-lang,73f4b3a15dabc32efa132496c53c62e00665255b_f8560117a7955d701cac509f784eb396e4343b7f,2,2,2,0
commons-lang,73f4b3a15dabc32efa132496c53c62e00665255b_d2b715cdb685007d2ef6e090164f646f52e91250,3,4,2,0
commons-lang,73f4b3a15dabc32efa132496c53c62e00665255b_7fe1d6b9c6ccd8b864db806433a52afba30952d1,4,6,2,0
commons-lang,d2b715cdb685007d2ef6e090164f646f52e91250_7fe1d6b9c6ccd8b864db806433a52afba30952d1,2,3,2,0
commons-lang,d2b715cdb685007d2ef6e090164f646f52e91250_a533a2cb40202cb7de96b1ca4b6f64d9d8bf863d,3,5,2,0
commons-lang,d2b715cdb685007d2ef6e090164f646f52e91250_8233881022b0f11e8bb37c9a8c708ec165ef35d3,4,9,4,0
commons-lang,a533a2cb40202cb7de96b1ca4b6f64d9d8bf863d_8233881022b0f11e8bb37c9a8c708ec165ef35d3,2,5,4,0
commons-lang,a533a2cb40202cb7de96b1ca4b6f64d9d8bf863d_7bb4d30068e46516738c785d0288222c3e57476e,3,9,4,0
commons-lang,a533a2cb40202cb7de96b1ca4b6f64d9d8bf863d_ccd2ba474695f4719ccc8b3eca93104215c45f9b,4,9,2,2
commons-lang,7bb4d30068e46516738c785d0288222c3e57476e_ccd2ba474695f4719ccc8b3eca93104215c45f9b,2,3,2,0
commons-lang,7bb4d30068e46516738c785d0288222c3e57476e_ba897265c23ce959ba5e20065e3935f5b5f5d8c7,3,21,18,0
commons-lang,7bb4d30068e46516738c785d0288222c3e57476e_ee5daa65616cb4383f89dd8fff69c781f75aa93a,4,22,4,3
commons-lang,ba897265c23ce959ba5e20065e3935f5b5f5d8c7_ee5daa65616cb4383f89dd8fff69c781f75aa93a,2,6,4,3
commons-lang,ba897265c23ce959ba5e20065e3935f5b5f5d8c7_0da950654112a5185e2601bf44be2b6ffb17c169,3,11,5,3
commons-lang,ba897265c23ce959ba5e20065e3935f5b5f5d8c7_7d3fb5b92f2540ec90d659241423364b3e527978,4,14,4,4
commons-lang,0da950654112a5185e2601bf44be2b6ffb17c169_7d3fb5b92f2540ec90d659241423364b3e527978,2,6,4,1
commons-lang,0da950654112a5185e2601bf44be2b6ffb17c169_5a075bf5d0315cdcf3e70983be41ddf561e25ebe,3,9,3,1
commons-lang,0da950654112a5185e2601bf44be2b6ffb17c169_4d9bdc04b603a00c9335f53c34405dd46b2205ce,4,16,7,1
commons-lang,5a075bf5d0315cdcf3e70983be41ddf561e25ebe_4d9bdc04b603a00c9335f53c34405dd46b2205ce,2,8,7,0
commons-lang,5a075bf5d0315cdcf3e70983be41ddf561e25ebe_776f9803e3e501bdda387ddd9c537fc835741222,3,12,4,0
commons-lang,5a075bf5d0315cdcf3e70983be41ddf561e25ebe_1e168c80af9677b9e36ba33bd1d12b37ada71c02,4,20,14,6
commons-lang,776f9803e3e501bdda387ddd9c537fc835741222_1e168c80af9677b9e36ba33bd1d12b37ada71c02,2,15,14,1
commons-lang,776f9803e3e501bdda387ddd9c537fc835741222_1f7c9862f4aa6432c205324dfda32ea8a5b96ce4,3,17,3,2
commons-lang,776f9803e3e501bdda387ddd9c537fc835741222_6ed8e576c4e13ac3ea05a3c5422236ea3affb799,4,17,3,4
commons-lang,1f7c9862f4aa6432c205324dfda32ea8a5b96ce4_6ed8e576c4e13ac3ea05a3c5422236ea3affb799,2,3,3,2
commons-lang,1f7c9862f4aa6432c205324dfda32ea8a5b96ce4_8744560c7c56eb02a66d76b9e7f2555b4ed70079,3,4,3,3
commons-lang,1f7c9862f4aa6432c205324dfda32ea8a5b96ce4_aad4aaaf1805e3ef9980ba13d9babb3234df74f3,4,5,2,3
commons-lang,8744560c7c56eb02a66d76b9e7f2555b4ed70079_aad4aaaf1805e3ef9980ba13d9babb3234df74f3,2,3,2,1
commons-lang,8744560c7c56eb02a66d76b9e7f2555b4ed70079_dc67a21ff8ba8a08d1540d1de8b0e75d6335eaf9,3,8,6,2
commons-lang,3b03ea302b0470ab99b36c1e9480fe32c3da9ef0_beea85e3911467c43bb21ac44a0df43213ea78ed,2,7,1,0
commons-lang,3b03ea302b0470ab99b36c1e9480fe32c3da9ef0_d71d913802e437002cce9e038de7645e8fa695cf,3,10,3,0
commons-lang,3b03ea302b0470ab99b36c1e9480fe32c3da9ef0_ced9332981d2efce73e17809ba9e5e5b7cfd369f,4,12,7,5
commons-lang,d71d913802e437002cce9e038de7645e8fa695cf_ced9332981d2efce73e17809ba9e5e5b7cfd369f,2,9,7,0
commons-lang,d71d913802e437002cce9e038de7645e8fa695cf_245399b272732dbd3308a2940ebfdc7317572517,3,22,15,2
commons-lang,d71d913802e437002cce9e038de7645e8fa695cf_54339c963664ba536eca2bc8085676fcd89500ed,4,25,8,7
commons-lang,245399b272732dbd3308a2940ebfdc7317572517_54339c963664ba536eca2bc8085676fcd89500ed,2,10,8,1
commons-lang,245399b272732dbd3308a2940ebfdc7317572517_dd2053e555efed3b1d07bc2a2c6a4a1ce60e4819,3,19,9,1
commons-lang,245399b272732dbd3308a2940ebfdc7317572517_a0b816ebc62e93bf38e5325f7b45928edafaeafc,4,32,15,3
commons-lang,dd2053e555efed3b1d07bc2a2c6a4a1ce60e4819_a0b816ebc62e93bf38e5325f7b45928edafaeafc,2,24,15,0
commons-lang,dd2053e555efed3b1d07bc2a2c6a4a1ce60e4819_301bf1370851b191cf198832f3ae3ea3c3683542,3,28,4,0
commons-lang,dd2053e555efed3b1d07bc2a2c6a4a1ce60e4819_4d9819de7f7ab46285ce8de1500bfb6dc396cf81,4,30,4,2
commons-lang,301bf1370851b191cf198832f3ae3ea3c3683542_4d9819de7f7ab46285ce8de1500bfb6dc396cf81,2,6,4,0
commons-lang,301bf1370851b191cf198832f3ae3ea3c3683542_f38939c908748249f4ba037fa282ab06a69014a1,3,6,1,1
commons-lang,301bf1370851b191cf198832f3ae3ea3c3683542_85b440b6eb9aa81922dee7a4dab5ef2bd3bef82c,4,9,5,2
commons-lang,f38939c908748249f4ba037fa282ab06a69014a1_85b440b6eb9aa81922dee7a4dab5ef2bd3bef82c,2,5,5,0
commons-lang,f38939c908748249f4ba037fa282ab06a69014a1_52938c9eb315e0974c1717ea5e8fcbc89accb693,3,15,11,1
commons-lang,f38939c908748249f4ba037fa282ab06a69014a1_a003826b41854d82974b03759117b298176bd829,4,16,2,1
commons-lang,52938c9eb315e0974c1717ea5e8fcbc89accb693_a003826b41854d82974b03759117b298176bd829,2,4,2,0
commons-lang,52938c9eb315e0974c1717ea5e8fcbc89accb693_0d04f2d83c5e9b8a3ba0be7ae6c3aff61493586a,3,15,12,1
commons-lang,0d04f2d83c5e9b8a3ba0be7ae6c3aff61493586a_b06d5bf2f92c993c77ac57da63d12c960413cb63,2,16,6,0
commons-lang,0d04f2d83c5e9b8a3ba0be7ae6c3aff61493586a_67940fb712d06dc69fe3cb6f4a36445aeeeb999a,3,18,4,2
commons-lang,0d04f2d83c5e9b8a3ba0be7ae6c3aff61493586a_b067f805cfd1ffe77398b781e2b48e60ed00fa83,4,18,2,2
commons-lang,67940fb712d06dc69fe3cb6f4a36445aeeeb999a_b067f805cfd1ffe77398b781e2b48e60ed00fa83,2,4,2,2
commons-lang,67940fb712d06dc69fe3cb6f4a36445aeeeb999a_1c40051488eaf0813210158d9e67aaa5d11d8472,3,169,169,4
commons-lang,6bf80e9dc5ed08cff53506722e88190a1085e430_200182f3534d3add709811f948e124c13b433559,2,32,32,3
commons-lang,31ee1795aa20f0e63949ee2c7fb4b21912f361cb_bc3ce988d6e54dc51023d0a447705637bb85218f,2,3,3,0
commons-lang,bc3ce988d6e54dc51023d0a447705637bb85218f_ea58760e593ebcfca1db1d3d486ad4931afb1e41,2,6,4,0
commons-lang,49b8c603ef302a4b8d44070e9649770f6afe655d_f9d71a6faf7a0d3bc2bbfa8f80d8633be1ae179d,2,4,2,0
commons-lang,49b8c603ef302a4b8d44070e9649770f6afe655d_9ae2ec48a6e920548509d50816fbcb7abdc39b05,3,6,2,0
commons-lang,49b8c603ef302a4b8d44070e9649770f6afe655d_49268be005cd2ad2be74d12c503dcbd96a5a3d69,4,6,0,0
commons-lang,9ae2ec48a6e920548509d50816fbcb7abdc39b05_49268be005cd2ad2be74d12c503dcbd96a5a3d69,2,0,0,0
commons-lang,15762e5c302d4c00917c024ba93a1ba9d0ea610e_4991a323e370713bd82b3df647c45a208be90de2,2,8,6,0
commons-lang,15762e5c302d4c00917c024ba93a1ba9d0ea610e_122227ce48f82b636b7437afea30cfdee980afaf,3,9,4,3
commons-lang,15762e5c302d4c00917c024ba93a1ba9d0ea610e_42fc4183a42b78385be0a227ca6dae98ff1db24c,4,15,8,3
commons-lang,122227ce48f82b636b7437afea30cfdee980afaf_42fc4183a42b78385be0a227ca6dae98ff1db24c,2,9,8,0
commons-lang,1c0bd0e3091b6fd350b824e5691c1af7cedba336_fc633490cbcbbeae5e3f70d52cecc98015e19ff9,2,1,1,0
commons-lang,1c0bd0e3091b6fd350b824e5691c1af7cedba336_45e6a23628b2e3e2e58542ed1624f7a1cbe08332,3,1,0,0
commons-lang,788362397a9cb8035de36b3a0c36cc81947ae098_152ce8f364e5b5ee66e32e391faeae4b050fca99,2,0,0,0
commons-lang,8760e2c383a0ce266063c323ec455843ebcf3f27_cbf7a76a60aa2d1738319e0dc326bc66610b6eb1,2,2,2,0
commons-lang,8760e2c383a0ce266063c323ec455843ebcf3f27_ae1f7da636a3a2b6f717f83da560ecdeb6e4d8a7,3,9,7,0
commons-lang,8760e2c383a0ce266063c323ec455843ebcf3f27_50c7c13f1c31583dd29bcf55d514d3dd60f0f07c,4,18,12,3
commons-lang,ae1f7da636a3a2b6f717f83da560ecdeb6e4d8a7_50c7c13f1c31583dd29bcf55d514d3dd60f0f07c,2,14,12,1
commons-lang,ae1f7da636a3a2b6f717f83da560ecdeb6e4d8a7_193e4d8420c3f5718ce67d67e85827e5f5895f77,3,17,5,3
commons-lang,ae1f7da636a3a2b6f717f83da560ecdeb6e4d8a7_e48472319e000b15d9ba43be566ac1d31d90b635,4,19,5,6
commons-lang,193e4d8420c3f5718ce67d67e85827e5f5895f77_e48472319e000b15d9ba43be566ac1d31d90b635,2,6,5,0
commons-lang,193e4d8420c3f5718ce67d67e85827e5f5895f77_fd83105c5376cc427c00aea8f2b0a5dbe9d6197c,3,8,2,0
commons-lang,193e4d8420c3f5718ce67d67e85827e5f5895f77_4d8b349adf95700430a2ad7a2349eeee003ed6b2,4,156,156,8
commons-lang,fd83105c5376cc427c00aea8f2b0a5dbe9d6197c_4d8b349adf95700430a2ad7a2349eeee003ed6b2,2,156,156,0
commons-lang,4d8b349adf95700430a2ad7a2349eeee003ed6b2_7f4a3a22e76b9a0fea4ec4962da9d1accd563132,2,36,36,0
commons-lang,4d8b349adf95700430a2ad7a2349eeee003ed6b2_1826f7eddbcc2816f298144892e1fbeeab7294df,3,42,8,0
commons-lang,1826f7eddbcc2816f298144892e1fbeeab7294df_d6f8e97b576d9395669dc170c8cd3b56be37ba96,2,8,2,0
commons-lang,eed5cea0d63ad8c0ee5e07425af2f96ffa8117b2_bd0701593aae656483c1740965a1690eb3ad40a5,2,6,5,0
commons-lang,43c776192fcefe13bcc3bf321d0e30f8b03dc393_76f330aba7fa82786ee14fc1c1dcd318aaf48f0d,2,5,4,0
commons-lang,43c776192fcefe13bcc3bf321d0e30f8b03dc393_e78437f396b9bcacc0d8f7a7704c463a574d1f55,3,6,1,0
commons-lang,f05757a6bb0db263a186b0d999218de0ae6f26cf_8b49f4ab0ec59db283e849bb62649c5a86420833,2,2,2,0
commons-lang,2c7a80af4b48d3143670aebaaf8c951664d7de6f_c2003e4aa91120db3b91cdc659aded992bc68f58,2,4,3,0
commons-lang,2c7a80af4b48d3143670aebaaf8c951664d7de6f_bab4622b13ae8fdc5dc23acedcabeb7357dc40ff,3,23,20,1
commons-lang,468dc65995d8993a9a1e7608dde4cc5eae81dbb4_bf1865a9121b18781de93a6a95cd06f14c467b4b,2,11,10,0
commons-lang,468dc65995d8993a9a1e7608dde4cc5eae81dbb4_8d1e5db034184a2f6d5b5bc85241e2080fff1ffc,3,11,1,1
commons-lang,d696dcfd661661de3e1f63ceb8806a2ee97f7e32_d39c5d72d575b36d562f5b6cc54c42083015145f,2,8,8,1
commons-lang,d696dcfd661661de3e1f63ceb8806a2ee97f7e32_64532dd695661eda96526983e925acfb1f293e37,3,19,13,3
commons-lang,031fa1436b2afafc1fbd498c5f9929c46c4cd4fe_1cbde0608f8f8840b3c4cd3885f017c38f5549fb,2,5,4,0
commons-lang,031fa1436b2afafc1fbd498c5f9929c46c4cd4fe_b0388996eda78c4dc9476f2bfcb290250e929cf4,3,16,11,0
commons-lang,031fa1436b2afafc1fbd498c5f9929c46c4cd4fe_6aa9a5d0dedcb8310eae9eeb8a843c998e903f48,4,26,10,0
commons-lang,b0388996eda78c4dc9476f2bfcb290250e929cf4_6aa9a5d0dedcb8310eae9eeb8a843c998e903f48,2,11,10,0
commons-lang,b0388996eda78c4dc9476f2bfcb290250e929cf4_8f0a80737136e21e2328af4e75a5aa23a661983b,3,14,3,0
commons-lang,b0388996eda78c4dc9476f2bfcb290250e929cf4_8cb2ecb130189e562e1fbf86776e73501728ae9c,4,17,4,1
commons-lang,8f0a80737136e21e2328af4e75a5aa23a661983b_8cb2ecb130189e562e1fbf86776e73501728ae9c,2,5,4,0
commons-lang,cd287265b44edebec85c641769ae5e2a58c28c52_fbae4587540b4fe7fec8d95983c231c109b2dd4e,2,10,3,0
commons-lang,cd287265b44edebec85c641769ae5e2a58c28c52_1079194968c9dd4863add546b4ec60abc36655b3,3,18,8,0
commons-lang,cd287265b44edebec85c641769ae5e2a58c28c52_40c38f8cdb404ecc79b70ecea4df532b2cbf037c,4,20,2,0
commons-lang,1079194968c9dd4863add546b4ec60abc36655b3_40c38f8cdb404ecc79b70ecea4df532b2cbf037c,2,7,2,0
commons-lang,1079194968c9dd4863add546b4ec60abc36655b3_e5bd9a5654ff829b091a5a6c4f8ed6180c3d359b,3,11,4,0
commons-lang,1079194968c9dd4863add546b4ec60abc36655b3_ff97f21e342559f2e95e70a9d193c70e001e2472,4,12,1,0
commons-lang,e5bd9a5654ff829b091a5a6c4f8ed6180c3d359b_ff97f21e342559f2e95e70a9d193c70e001e2472,2,2,1,0
commons-lang,e5bd9a5654ff829b091a5a6c4f8ed6180c3d359b_2a41c12c95bb41f7b07a270927b27f3bc5098621,3,4,2,0
commons-lang,9b180253ff79b874edbffb1bc4bf7686d6168efd_722a965a7a66f107562938b44669d7c188284c4e,2,3,3,0
commons-lang,9b180253ff79b874edbffb1bc4bf7686d6168efd_74fcb6e864ba568ab92c0b42b3124721eac32850,3,3,2,2
commons-lang,9b180253ff79b874edbffb1bc4bf7686d6168efd_1805fc6229e9a357904ec7361025f7ce60db9182,4,4,1,2
commons-lang,74fcb6e864ba568ab92c0b42b3124721eac32850_1805fc6229e9a357904ec7361025f7ce60db9182,2,1,1,0
commons-lang,74fcb6e864ba568ab92c0b42b3124721eac32850_23e1283e1e58399f3e7bee4d45945c5cc654956a,3,5,4,0
commons-lang,dcbb82d1f822dc0cafd0097032c3cb01578c500c_96845b81ce0fc2594e3e7f16c3838f041c8577bb,2,4,4,1
commons-lang,dcbb82d1f822dc0cafd0097032c3cb01578c500c_92776b28928d3e5b60a4140cb65aed8e9d8152a1,3,12,11,3
commons-lang,dcbb82d1f822dc0cafd0097032c3cb01578c500c_8159dd8ea336454cec5c354caf16017fd61d3732,4,14,3,4
commons-lang,92776b28928d3e5b60a4140cb65aed8e9d8152a1_8159dd8ea336454cec5c354caf16017fd61d3732,2,4,3,0
commons-lang,f75380d87ff836cf3ccc4e07e440b46217a224b2_f0f30152471baef2a54a86bef3cccfdeb01751ed,2,9,9,2
commons-lang,f75380d87ff836cf3ccc4e07e440b46217a224b2_f78a54d522c447dc95befbf545bf781b57923d9a,3,9,2,2
commons-lang,f75380d87ff836cf3ccc4e07e440b46217a224b2_97bbe3d8c57463480d9c94712b6c52e12b04a3cd,4,9,2,2
commons-lang,f78a54d522c447dc95befbf545bf781b57923d9a_97bbe3d8c57463480d9c94712b6c52e12b04a3cd,2,2,2,1
commons-lang,f78a54d522c447dc95befbf545bf781b57923d9a_1d99bf252bf815fd632d198d8358459763f0da59,3,2,2,2
commons-lang,f78a54d522c447dc95befbf545bf781b57923d9a_bfedc322198338d37a4a31cd57739bdbf8d556cf,4,12,12,2
commons-lang,1d99bf252bf815fd632d198d8358459763f0da59_bfedc322198338d37a4a31cd57739bdbf8d556cf,2,12,12,2
commons-lang,1d99bf252bf815fd632d198d8358459763f0da59_336536e38303b2ac59a09bb890477244f64fbbf9,3,13,5,4
commons-lang,1d99bf252bf815fd632d198d8358459763f0da59_8fa67393e9a3180892583159ac785560162911ae,4,19,7,5
commons-lang,336536e38303b2ac59a09bb890477244f64fbbf9_8fa67393e9a3180892583159ac785560162911ae,2,10,7,0
commons-lang,336536e38303b2ac59a09bb890477244f64fbbf9_e719209d3205f386ed156e73e21a16af68fd9906,3,12,2,0
